"Best results for num_layers=1, hidden_size=16, learning_rate=5e-05, num_epochs=600"
Lowest Test Loss: 0.3184

"Best results for num_layers=1, hidden_size=32, learning_rate=5e-05, num_epochs=550"
Lowest Test Loss: 0.3183

"Best results for num_layers=1, hidden_size=64, learning_rate=1e-05, num_epochs=600"
Lowest Test Loss: 0.3177

"Best results for num_layers=2, hidden_size=16, learning_rate=0.0005, num_epochs=250"
Lowest Test Loss: 0.3177

"Best results for num_layers=2, hidden_size=32, learning_rate=1e-05, num_epochs=600"
Lowest Test Loss: 0.3183

"Best results for num_layers=2, hidden_size=64, learning_rate=1e-05, num_epochs=150"
Lowest Test Loss: 0.3179

"Best results for num_layers=3, hidden_size=16, learning_rate=0.0001, num_epochs=350"
Lowest Test Loss: 0.3176

